,WMAMR
2024-02-29,0.5935130230579352
2024-03-05,0.5676595068616545
2024-03-08,0.5793024512753497
2024-03-13,0.5891398477889015
2024-03-18,0.5849977156305847
2024-03-21,0.6095336834463193
2024-03-26,0.6088842168585618
2024-04-01,0.6153789818383864
2024-04-04,0.5952127147735361
2024-04-09,0.5712626830604352
2024-04-12,0.5319165801620164
2024-04-17,0.5317675638711103
2024-04-22,0.5128397374927486
2024-04-25,0.5232723714658727
2024-04-30,0.4541187593432499
2024-05-03,0.4605274077199046
2024-05-08,0.44893004541288684
2024-05-13,0.4565618452413425
2024-05-16,0.4793076252472706
2024-05-21,0.4749679709852158
2024-05-24,0.4725931311302897
2024-05-30,0.4660284533524567
2024-06-04,0.4779658574724268
2024-06-07,0.48736960240241156
2024-06-12,0.4780871672068274
2024-06-17,0.4828087966502244
2024-06-21,0.48098590574646644
2024-06-26,0.4906299173185785
2024-07-01,0.5107155006436308
2024-07-05,0.505600152448203
2024-07-10,0.503072151685962
2024-07-15,0.503072151685962
2024-07-18,0.5054344543089518
2024-07-23,0.5102208779259243
2024-07-26,0.49951117989933197
2024-07-31,0.5105931498071214
2024-08-05,0.42626057053731586
2024-08-08,0.4350899791994264
2024-08-13,0.43466528428241413
2024-08-16,0.4431590206181123
2024-08-21,0.45462549986948636
2024-08-26,0.42744563269775265
2024-08-29,0.4268180370769177
2024-09-04,0.4113492292920752
2024-09-09,0.41029944451072287
2024-09-12,0.45916464312701594
2024-09-17,0.5069120415497511
2024-09-20,0.4943293297409876
2024-09-25,0.4908788210078785
2024-09-30,0.4922438622531577
2024-10-03,0.4871174361086692
2024-10-08,0.5004830346982634
2024-10-11,0.49992358318784924
2024-10-16,0.4996834354968932
2024-10-21,0.5049725355045677
2024-10-24,0.5078065544697621
2024-10-29,0.5269878423442198
2024-11-01,0.5312435829038772
2024-11-06,0.5780523137350294
2024-11-11,0.5818288347875535
2024-11-14,0.5391005087021521
2024-11-19,0.5682136796311845
2024-11-22,0.5826140993216627
2024-11-27,0.5948757590780993
2024-12-03,0.613526839463443
2024-12-06,0.5681376137154167
2024-12-11,0.5464115307393095
2024-12-16,0.5656934229057211
2024-12-19,0.5176244060471327
2024-12-24,0.5540156338814134
2024-12-30,0.5382642107739685
2025-01-03,0.5557265310153087
2025-01-08,0.5545362535108226
2025-01-14,0.5429246619444089
2025-01-17,0.5342104828826659
2025-01-23,0.5193617385145318
2025-01-28,0.5532644266388614
2025-01-31,0.5122383813994815
2025-02-05,0.5325453339764613
2025-02-10,0.569831635955472
2025-02-13,0.6926509216891721
2025-02-19,0.6984285199433289
2025-02-24,0.6810845697911457
