,SFFRL
2024-08-16,36.41320955128716
2024-08-21,36.993014810064615
2024-08-26,36.55688786334385
2024-08-29,35.66637386196451
2024-09-04,34.12069669879796
2024-09-09,34.284255530248416
2024-09-12,36.12712723055647
2024-09-17,35.411063349750236
2024-09-20,36.37119230777263
2024-09-25,37.116219411085915
2024-09-30,36.87012763757087
2024-10-03,36.33573261664204
2024-10-08,37.379942004463004
2024-10-11,37.94237366911692
2024-10-16,38.12094020822946
2024-10-21,39.27394283112146
2024-10-24,38.45808166628312
2024-10-29,39.01277657639062
2024-11-01,38.35860512557541
2024-11-06,39.28498664683384
2024-11-11,39.30947026859137
2024-11-14,39.97145600405743
2024-11-19,39.56439894680392
2024-11-22,38.71807404157071
2024-11-27,38.96369947526835
2024-12-03,40.267950674062696
2024-12-06,41.285913637485194
2024-12-11,41.379207053735975
2024-12-16,41.26123259197516
2024-12-19,40.46428211714015
2024-12-24,42.24946036057448
2024-12-30,41.19142664954089
2025-01-03,41.56674266518559
2025-01-08,40.98063665164682
2025-01-14,39.3664838785091
2025-01-17,40.26496998585643
2025-01-23,41.38372747140873
2025-01-28,40.775162687596854
2025-01-31,39.65007265256281
2025-02-05,39.961282131778205
2025-02-10,40.34536644079842
2025-02-13,41.15159649017977
2025-02-19,41.47597692813522
2025-02-24,39.860512006816286
