,MPT
2024-03-18,0.9969951328916212
2024-03-21,0.9970079512762366
2024-03-26,0.9970043228877115
2024-04-01,0.9970148891769257
2024-04-04,0.9969965521494512
2024-04-09,0.9970027039401163
2024-04-12,0.9969911416713415
2024-04-17,0.996978093732715
2024-04-22,0.9969805857510227
2024-04-25,0.9969833798437171
2024-04-30,0.996979072135075
2024-05-03,0.9970021825859774
2024-05-08,0.9970087253299412
2024-05-13,0.9970128678155074
2024-05-16,0.9970244418874679
2024-05-21,0.9970288017275674
2024-05-24,0.997025004362684
2024-05-30,0.9970169713737336
2024-06-04,0.9970242890672941
2024-06-07,0.9970335600677863
2024-06-12,0.9970387603088884
2024-06-17,0.9970485398541746
2024-06-21,0.9970459201332356
2024-06-26,0.9970629014425857
2024-07-01,0.9971013686574586
2024-07-05,0.9971309516629963
2024-07-10,0.9971674194503602
2024-07-15,0.9971293256444665
2024-07-18,0.9970939068229894
2024-07-23,0.9971052928440157
2024-07-26,0.9970610213965027
2024-07-31,0.9970710759885775
2024-08-05,0.9968691585707381
2024-08-08,0.9968788969557298
2024-08-13,0.9968920160675517
2024-08-16,0.9969107037592271
2024-08-21,0.9969133484305522
2024-08-26,0.9969123936750728
2024-08-29,0.996908957630987
2024-09-04,0.9968956101256993
2024-09-09,0.9968859614599411
2024-09-12,0.9968922106048534
2024-09-17,0.996899680181322
2024-09-20,0.9969110558449863
2024-09-25,0.9969086723175048
2024-09-30,0.9969150026997479
2024-10-03,0.9969033115238227
2024-10-08,0.9969150889431077
2024-10-11,0.9969263979984418
2024-10-16,0.9969300057975706
2024-10-21,0.9969346220207805
2024-10-24,0.9969325120918773
2024-10-29,0.9969392449743674
2024-11-01,0.9969331237660619
2024-11-06,0.9969606410954717
2024-11-11,0.9969614473194109
2024-11-14,0.996959244562894
2024-11-19,0.9969604965545561
2024-11-22,0.9969588720691023
2024-11-27,0.9969652039956906
2024-12-03,0.9969700390020318
2024-12-06,0.9969762696007998
2024-12-11,0.9969859723716541
2024-12-16,0.996988805414504
2024-12-19,0.9969737527524571
2024-12-24,0.9969921713000081
2024-12-30,0.9969803709404225
2025-01-03,0.9969812015576466
2025-01-08,0.9969821228645986
2025-01-14,0.9969718143790945
2025-01-17,0.9969951524473831
2025-01-23,0.997007234715361
2025-01-28,0.9970042313131299
2025-01-31,0.996999026587785
2025-02-05,0.9969979646416248
2025-02-10,0.9969969346136862
2025-02-13,0.9970100557173559
2025-02-19,0.997016116310892
2025-02-24,0.9969951534114491
