,UCRP
2024-05-24,8.888078156974482
2024-05-30,8.80529089535186
2024-06-04,8.933147589046255
2024-06-07,9.061446331529366
2024-06-12,9.119921817083725
2024-06-17,9.192494069849833
2024-06-21,9.15939331246907
2024-06-26,9.232891451817117
2024-07-01,9.434212089130979
2024-07-05,9.584763466363057
2024-07-10,9.820336905212521
2024-07-15,9.60873317723299
2024-07-18,9.43105057678912
2024-07-23,9.476447955304792
2024-07-26,9.217787194038246
2024-07-31,9.282014984486821
2024-08-05,8.106709216927284
2024-08-08,8.314738417725186
2024-08-13,8.51626437245061
2024-08-16,8.820024212156305
2024-08-21,8.87433623988131
2024-08-26,8.824369698404734
2024-08-29,8.748226599219072
2024-09-04,8.508593748725579
2024-09-09,8.3742550591506
2024-09-12,8.508815584716446
2024-09-17,8.648785730625203
2024-09-20,8.817109993979603
2024-09-25,8.8450696004508
2024-09-30,8.92604068227777
2024-10-03,8.737746654192888
2024-10-08,8.960226382152317
2024-10-11,9.137239935608926
2024-10-16,9.164207332243295
2024-10-21,9.262394633167219
2024-10-24,9.209012876340394
2024-10-29,9.32780393181148
2024-11-01,9.242062172012783
2024-11-06,9.730085426615107
2024-11-11,9.748383122579254
2024-11-14,9.711449750923064
2024-11-19,9.714572004098445
2024-11-22,9.688664285568947
2024-11-27,9.758561927867685
2024-12-03,9.820512700842814
2024-12-06,9.894223568145483
2024-12-11,10.016679730056392
2024-12-16,10.066996855853855
2024-12-19,9.757754576598407
2024-12-24,10.127040891384633
2024-12-30,9.9081557821051
2025-01-03,9.973203317723877
2025-01-08,9.962672845506289
2025-01-14,9.755965700502983
2025-01-17,10.239524696955314
2025-01-23,10.482022149136206
2025-01-28,10.313688639961807
2025-01-31,10.206958766567961
2025-02-05,10.209832351557093
2025-02-10,10.229502549365355
2025-02-13,10.573827640880854
2025-02-19,10.735682314991346
2025-02-24,10.273198285574571
