Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
229	1.9720109	0.1301379	2.192402	1.7850267	500.0	0.2174001	0.16748753	0.9404191	0.035391897	1150000	-2.1350385e-08	0.0030097587	0.03238712	-0.0003238786	0.7666043	0.056528352	0.346	1.0	1118.652666091919
230	2.0744166	0.21899058	2.3874671	1.7473924	500.0	0.21326968	0.16183344	0.956479	0.022793174	1155000	4.761666e-08	0.005310135	0.026724348	-0.00078623183	0.76648444	0.068805784	0.3846	1.0	1123.4508855342865
231	2.0594118	0.17932701	2.30173	1.792303	500.0	0.22503203	0.18298003	0.9597204	0.0050283372	1160000	-1.5033036e-08	0.003901445	0.018748375	-0.00021712645	0.76637053	0.036974315	0.304	1.0	1128.076851606369
232	2.1865695	0.17836812	2.436231	1.7526475	500.0	0.2236439	0.1736695	0.9381383	0.015587397	1165000	-6.788224e-08	0.00443324	0.023048395	-0.0006414086	0.7662611	0.042735644	0.2974	1.0	1132.8944611549377
233	2.1792073	0.18929912	2.5195413	1.8868623	500.0	0.2339936	0.18645369	1.017627	0.02286537	1170000	-3.0267238e-08	0.003099402	0.028769424	-0.0001573402	0.76615524	0.054638214	0.3254	1.0	1137.5327179431915
234	2.2075167	0.16042261	2.525789	1.9173017	500.0	0.23805669	0.19077966	1.0265601	0.023954935	1175000	2.489686e-08	0.003669161	0.017734643	-0.00048448332	0.766068	0.03202135	0.2578	1.0	1143.1028847694397
235	2.0144057	0.15253602	2.304268	1.7969626	500.0	0.24168155	0.18406402	1.0113208	0.044006296	1180000	5.4603817e-08	0.0046358355	0.00799473	-0.0013737436	0.7659934	0.020432997	0.182	1.0	1148.202065706253
236	2.0017571	0.21058133	2.2076657	1.5354295	500.0	0.21376684	0.17728162	0.96803457	-0.010101937	1185000	-4.77761e-08	0.003765907	0.00761484	-0.00016652141	0.76593673	0.02995477	0.207	1.0	1152.968769311905
237	2.107225	0.14044084	2.35498	1.9382522	500.0	0.215127	0.17410567	0.9380056	-0.006613262	1190000	-2.067685e-08	0.003197842	0.0072090863	-0.00034911605	0.7658681	0.026623322	0.22	1.0	1157.6765835285187
238	2.0302749	0.12460493	2.2870367	1.8179492	500.0	0.23028874	0.17712548	0.9698665	0.0012192577	1195000	3.711879e-08	0.003120422	0.007038582	-0.00038170605	0.76580495	0.03586266	0.2052	1.0	1162.3353126049042
239	2.1012614	0.1734771	2.3613515	1.7838091	500.0	0.22293358	0.17182034	0.9242725	0.012587912	1200000	-5.7999788e-08	0.002931579	0.009170719	-0.00023255311	0.76572984	0.020628221	0.1498	1.0	1167.0280923843384
240	1.9395015	0.17565124	2.2249105	1.538042	500.0	0.2251364	0.17596383	0.98414534	0.017281339	1205000	-5.3352117e-08	0.003007366	0.0021012998	-0.00038666022	0.76563764	0.017747054	0.1662	1.0	1171.779629945755
241	1.9911541	0.17208774	2.2154949	1.7351993	500.0	0.21210088	0.17077988	0.90590686	0.016934156	1210000	-1.2762844e-07	0.0034205064	0.006249428	-0.00012753229	0.76555806	0.01804396	0.2184	2.0	1176.715520620346
242	1.9635767	0.15238729	2.3047307	1.8226951	500.0	0.2252372	0.17123945	0.9390391	0.008495197	1215000	8.639842e-08	0.0033037888	0.012844701	-0.00037848228	0.7654278	0.029639764	0.2274	1.0	1181.3672425746918
243	2.1136842	0.23195359	2.5989099	1.8316967	500.0	0.21236421	0.17099927	0.9243844	0.002105683	1220000	-3.4245847e-08	0.0040539396	0.015082071	-0.00032117707	0.7653627	0.020773854	0.231	1.0	1186.007939338684
244	1.9929428	0.18989855	2.273267	1.6715192	500.0	0.22345272	0.17794923	1.0039815	0.007615462	1225000	2.3311376e-08	0.0036679169	0.008320399	-0.00030154828	0.76528704	0.02535672	0.2976	2.0	1190.6127495765686
245	2.0595443	0.18150108	2.4020357	1.7375534	500.0	0.20694284	0.17677653	0.97552586	-0.017605782	1230000	5.453229e-08	0.004131575	0.010390774	-0.00027600862	0.76510185	0.023705387	0.2072	1.0	1195.3952581882477
246	2.0318797	0.20954053	2.5287166	1.8181723	500.0	0.22015832	0.18045954	0.99549806	-0.008718401	1235000	-3.928244e-08	0.003451256	0.006568887	-0.00043144263	0.76500505	0.02347472	0.2392	2.0	1200.1271178722382
247	2.1446116	0.17959721	2.4782493	1.8741895	500.0	0.21324861	0.18387625	0.9845604	0.011082545	1240000	-8.92654e-09	0.0036891743	0.027388852	-0.0004862938	0.7647811	0.06155145	0.285	1.0	1204.9302546977997
248	2.0432236	0.12843864	2.2943158	1.814659	500.0	0.21248911	0.19521172	1.0540674	-0.0040015206	1245000	3.4502147e-08	0.0045936713	0.02190175	-0.00088378484	0.76466596	0.054987792	0.2824	1.0	1209.5946300029755
249	2.0876327	0.19157094	2.4000423	1.7976115	500.0	0.21121353	0.17477055	1.0007766	-0.03389731	1250000	-8.362532e-08	0.0034450733	0.026855415	-0.0001998404	0.76456463	0.068330765	0.3078	1.0	1214.255283355713
250	1.9644219	0.16634567	2.164809	1.6787596	500.0	0.21864258	0.17973943	1.0085775	-0.020253912	1255000	7.627308e-08	0.0041649267	0.024847535	-0.00057567726	0.76448315	0.053640693	0.257	1.0	1219.0408504009247
251	1.8466742	0.21865353	2.219795	1.579633	500.0	0.20164138	0.17153127	0.985816	-0.06683646	1260000	1.2639761e-07	0.0050816187	0.025117131	-0.00089681055	0.764395	0.046583243	0.2646	1.0	1223.699259519577
252	1.9973933	0.18500844	2.3629968	1.7142103	500.0	0.18607543	0.15708159	0.900053	-0.123843275	1265000	4.301071e-08	0.0038954655	0.025840664	-0.0005842678	0.764319	0.041848745	0.2494	1.0	1228.3069245815277
253	1.8933176	0.106936604	2.0790021	1.7432631	500.0	0.19561344	0.16860805	1.0016798	-0.11946419	1270000	-1.4209747e-08	0.003825221	0.024432167	-0.00046759122	0.76423514	0.036895417	0.2282	1.0	1232.9345240592957
254	1.96136	0.21078573	2.248533	1.567753	500.0	0.19865341	0.15612605	0.908252	-0.11375066	1275000	-2.1457671e-09	0.0036348256	0.021216452	-0.00021448941	0.76414186	0.03323112	0.2528	1.0	1237.594645500183
255	1.9782534	0.17445424	2.2327993	1.6220027	500.0	0.2071002	0.15703982	0.92758894	-0.10645982	1280000	-4.0340424e-08	0.0026497543	0.0137339495	-0.000112888636	0.7640613	0.02380011	0.2044	1.0	1242.240672826767
256	1.8477653	0.19007021	2.1784139	1.6166183	500.0	0.22382854	0.1678973	0.946828	-0.11134994	1285000	1.4829635e-08	0.004788357	0.009978685	-0.0019177564	0.76398736	0.018539537	0.1596	1.0	1247.048264503479
257	1.9733913	0.14391889	2.2773886	1.7204229	500.0	0.19257738	0.14889248	0.8930416	-0.0888123	1290000	4.546642e-08	0.0037168663	0.016676743	-0.0006287745	0.7638834	0.025317661	0.246	2.0	1251.772062778473
258	2.0783467	0.16833161	2.2768116	1.7578038	500.0	0.2026846	0.16311881	0.9720404	-0.11132132	1295000	8.013249e-08	0.003281643	0.016966322	-0.0003293592	0.7637422	0.03254956	0.228	1.0	1256.5805044174194
259	1.9957386	0.16135941	2.2382712	1.6648291	500.0	0.2114148	0.17236325	1.0290027	-0.103479154	1300000	-7.1549415e-08	0.0032288062	0.02490277	-0.0002693832	0.7636827	0.042099006	0.2348	1.0	1261.2410335540771
260	1.974165	0.21288785	2.187212	1.463458	500.0	0.20147379	0.16789278	1.0028766	-0.120536394	1305000	6.07729e-08	0.0037742467	0.008691202	-0.00035298802	0.7636324	0.019374548	0.1486	1.0	1266.1503953933716
261	1.9976263	0.21894524	2.2684815	1.5915072	500.0	0.21113953	0.1605571	0.9529645	-0.10639565	1310000	-4.9567223e-08	0.003979616	0.005847791	-0.00045908638	0.76357675	0.019111872	0.2394	2.0	1270.76415848732
262	2.109098	0.14739417	2.2456157	1.7430542	500.0	0.20746626	0.1696791	0.9783875	-0.08042001	1315000	2.8395652e-08	0.0033362617	0.013855889	-0.0006823749	0.76341987	0.03430659	0.292	1.0	1275.4076261520386
263	2.1566215	0.17213906	2.4349663	1.9276334	500.0	0.2292461	0.17174403	0.98124754	-0.06304856	1320000	5.18322e-08	0.0037688198	0.013214584	-0.0006071711	0.7633307	0.027182749	0.2282	1.0	1280.0736429691315
264	2.1243052	0.20694175	2.4971502	1.8126031	500.0	0.2242457	0.18593335	1.0573765	-0.118760996	1325000	-3.159046e-08	0.003559499	0.023444774	-0.00037510972	0.7632424	0.03583522	0.2512	1.0	1284.7723424434662
265	2.0472732	0.19556949	2.496529	1.812418	500.0	0.22843295	0.17209084	0.9936272	-0.108495094	1330000	-9.050369e-08	0.0039303633	0.018662497	-0.00041738455	0.7631423	0.036655843	0.2144	1.0	1289.4037744998932
266	2.1592724	0.19102222	2.5185297	1.883355	500.0	0.2134121	0.17006184	1.0072384	-0.12936743	1335000	2.8395652e-08	0.00413873	0.032214876	-0.0005034143	0.7630539	0.048818577	0.3384	1.0	1294.0554304122925
267	2.0812223	0.18047786	2.3399796	1.7857883	500.0	0.21836983	0.18693416	1.078507	-0.13358825	1340000	2.1219254e-08	0.0036210576	0.04483586	-0.0006660961	0.7629389	0.06623517	0.3848	1.0	1298.668053150177
268	2.049935	0.24385683	2.516504	1.6159997	500.0	0.20614827	0.18380924	1.0845805	-0.15429944	1345000	-1.4686584e-08	0.0048551043	0.02220173	-0.00017021364	0.76281595	0.030978104	0.2696	1.0	1303.3024096488953
269	2.073917	0.19549245	2.5629227	1.8588365	500.0	0.21497619	0.17520188	1.0594063	-0.19734663	1350000	2.8634071e-08	0.0035787518	0.011516904	-0.00041791121	0.76268005	0.027077865	0.2612	1.0	1307.9398555755615
270	2.0777314	0.18799594	2.4902074	1.8559445	500.0	0.20844527	0.18004447	1.0917485	-0.20936832	1355000	-3.7813187e-08	0.004529071	0.009791385	-0.0006014197	0.7625356	0.01727955	0.207	1.0	1312.7322375774384
271	2.1100285	0.21054311	2.4232643	1.7979968	500.0	0.20510605	0.18703745	1.0847472	-0.209755	1360000	-2.6035309e-08	0.0034467506	0.041782994	-0.00022524991	0.76240385	0.07543407	0.4722	2.0	1317.5796794891357
272	2.1019511	0.24590072	2.5125809	1.8139458	500.0	0.20330788	0.18875317	1.110034	-0.16743618	1365000	-5.0759315e-08	0.0049707545	0.04641782	0.0060392395	0.76215297	0.06458994	0.491	1.0	1322.2458918094635
273	2.1164038	0.11771355	2.2873776	1.9150331	500.0	0.20805566	0.16665576	1.0446451	0.093705714	1370000	-4.055202e-08	0.009172643	0.054855015	-0.0008870149	0.76203454	0.09141346	0.5302	1.0	1326.9107949733734
274	2.073936	0.2721377	2.5277278	1.7041069	500.0	0.19971922	0.18014689	1.0967767	0.07158826	1375000	8.964538e-08	0.010563042	0.025690218	-0.0008825008	0.7619153	0.045351356	0.3818	1.0	1332.0202825069427
275	1.9784839	0.17806739	2.2086003	1.6366035	500.0	0.1971138	0.17547446	1.071003	0.017878577	1380000	4.953742e-08	0.010677281	0.029559962	-0.0039570667	0.76180923	0.055238374	0.4084	1.0	1336.7862634658813
276	2.0157228	0.17769845	2.2763624	1.6894724	500.0	0.1846777	0.17779182	1.0491446	-0.19222662	1385000	-7.224381e-08	0.008214422	0.02343421	-0.00084343227	0.7616913	0.03366505	0.3088	1.0	1341.5478851795197
277	1.8889605	0.17843236	2.114966	1.5856332	500.0	0.2001412	0.16893415	1.0147748	-0.15939276	1390000	1.09297034e-07	0.007807177	0.011503286	-0.00070279464	0.76157737	0.029042395	0.241	1.0	1346.2719945907593
278	1.9851942	0.1255708	2.1752725	1.7609154	500.0	0.18780723	0.1594521	0.97413975	-0.17607293	1395000	1.334399e-07	0.0077921227	0.01071613	-0.00048609544	0.761464	0.017622985	0.2176	1.0	1350.9411835670471
279	1.9273818	0.23068216	2.214509	1.4686112	500.0	0.19320306	0.1694411	1.04376	-0.17640787	1400000	2.9748678e-08	0.007898133	0.010961404	-0.00049396604	0.76135194	0.016243247	0.2114	1.0	1355.613741159439
280	2.0357115	0.15284175	2.331692	1.7523526	500.0	0.18428397	0.17487314	1.0323433	-0.21580651	1405000	-1.3515651e-07	0.0078733545	0.047132276	-0.00096870493	0.761243	0.10105179	0.421	1.0	1360.3830626010895
281	1.9397898	0.19468759	2.3239827	1.6329161	500.0	0.20318118	0.17092265	1.0419607	-0.19128683	1410000	-6.043911e-09	0.0075443075	0.11810864	-0.000551641	0.7611316	0.33706528	0.6206	1.0	1365.0302469730377
282	1.9205151	0.16206254	2.2970753	1.653423	500.0	0.18642583	0.16954237	1.0315628	-0.20670143	1415000	2.9206276e-10	0.00707921	0.10352892	-0.0009571817	0.76102936	0.31287003	0.5956	1.0	1369.7017922401428
283	1.792828	0.15489101	1.9951866	1.4896656	500.0	0.19208853	0.16361555	0.9912858	-0.24308725	1420000	-1.1121035e-07	0.007300576	0.057418305	-0.0011582607	0.7609247	0.11704212	0.4856	1.0	1374.3893275260925
284	1.7762604	0.09705387	1.9981595	1.6664695	500.0	0.17448412	0.15597485	0.9321176	-0.25010324	1425000	-9.310246e-08	0.005190059	0.014854085	-0.0006086193	0.76082295	0.023699097	0.2676	1.0	1379.0738670825958
285	1.7482399	0.16168343	2.0730872	1.461788	500.0	0.17772014	0.15456603	0.9086183	-0.23146868	1430000	3.399849e-08	0.0065879975	0.034745585	-0.00032442762	0.76072216	0.068270326	0.4334	1.0	1383.6749465465546
286	1.8567898	0.13932675	2.125767	1.5684268	500.0	0.17552486	0.15724184	0.8893662	-0.24982744	1435000	1.13224985e-07	0.0058484245	0.013610569	-0.0003548395	0.7606225	0.03039425	0.2384	1.0	1388.4852781295776
287	1.8580091	0.17854452	2.1937542	1.6062042	500.0	0.18170345	0.16163203	0.9586668	-0.242702	1440000	7.211566e-08	0.00556594	0.021602277	-0.00020465907	0.760521	0.037971403	0.3412	1.0	1393.141261100769
288	1.8207443	0.1967436	2.0522034	1.4561119	500.0	0.19878557	0.16181608	0.9863703	-0.21901071	1445000	-1.5449524e-08	0.005579886	0.02334054	-0.0004914552	0.76038843	0.038077302	0.3636	1.0	1397.7966451644897
289	1.798212	0.19979171	2.1742566	1.563024	500.0	0.19698748	0.15338214	0.92336047	-0.21831717	1450000	9.4091895e-08	0.00522269	0.04342967	-0.00066397106	0.76025516	0.07163639	0.4972	1.0	1402.474739074707
290	1.7730767	0.21060671	2.0586803	1.4111583	500.0	0.18551497	0.15180618	0.9055584	-0.22171846	1455000	-2.0748377e-08	0.0047309473	0.043187335	-0.0005434649	0.7601279	0.067870855	0.486	1.0	1407.188381910324
291	1.7667536	0.18144302	2.213169	1.5231318	500.0	0.17894587	0.16047865	0.9145447	-0.23093042	1460000	5.0336123e-08	0.005688101	0.052581154	-0.00019486854	0.76000047	0.09065786	0.537	1.0	1411.8181562423706
292	1.9153969	0.2437062	2.3570812	1.5875131	500.0	0.18084985	0.15268289	0.89212877	-0.22967754	1465000	-2.1085143e-08	0.0061670034	0.10964022	-0.0007730122	0.7598781	0.24376367	0.6938	1.0	1416.4544823169708
293	1.6933302	0.21421376	2.0042667	1.2462178	500.0	0.20060249	0.16138762	0.95066226	-0.22347882	1470000	7.523298e-08	0.006703257	0.11769003	-0.0013601375	0.75976986	0.24167272	0.6934	1.0	1421.104686498642
294	1.8508685	0.1561343	2.0037923	1.4472262	500.0	0.16769099	0.15259379	0.8956737	-0.2429158	1475000	8.344054e-08	0.005358511	0.01703756	-0.00082208356	0.7596816	0.029673569	0.284	1.0	1425.7485115528107
295	1.6810255	0.20086676	2.023154	1.3493458	500.0	0.18957596	0.16295996	0.93020463	-0.21297026	1480000	-3.2424927e-09	0.0063063004	0.021246316	-0.0010844325	0.75961095	0.028889941	0.315	1.0	1430.3945167064667
296	1.7521904	0.23243496	2.1802735	1.2344407	500.0	0.1721819	0.1544838	0.84783244	-0.24983734	1485000	9.968877e-09	0.0051223566	0.028844733	-0.0005714111	0.75953716	0.04045818	0.3996	1.0	1434.9936246871948
297	1.9012735	0.23661804	2.274248	1.4139107	500.0	0.18145066	0.1576219	0.865277	-0.21667589	1490000	-4.1550397e-08	0.005730727	0.041549016	-0.0009392956	0.75946164	0.06318946	0.445	1.0	1439.7677652835846
298	1.8194355	0.16205229	2.1907167	1.585446	500.0	0.2069895	0.15737408	0.8776038	-0.1801424	1495000	4.464388e-09	0.00472481	0.059257198	-0.00091782864	0.7593824	0.12851995	0.5204	1.0	1444.3487870693207
299	1.8267488	0.18994635	2.0223348	1.3536632	500.0	0.18820073	0.15564291	0.90211344	-0.21282937	1500000	-1.0265708e-07	0.005266663	0.074873984	-0.00029449863	0.7593231	0.16843443	0.524	1.0	1449.04034781456
